"Station.ID","Test.Number","Project.Code","Sample.ID","First.Trigger.Date","Collection_Date","Sample.Type.New","Collection.Method","Depth","Depth.Unit","Matrix","Test.Name","Storet.Code","Method","Measure.Date","Value","Sigfig.Value","Uncertainty","MDL","PQL","RDL","Units","Remark.Code","Flag","Receive.Date","LIMS.Number","Collection.Agency","Source","Owner","Validation.Level","Validator","Sampling.Purpose","Data.Investigation","T.Depth","Upper.Depth","Lower.Depth","DCS.METERS.","Filtration.Date","Sample.Type","QC.Type","Discharge","Up.Down.Stream","Weather.Code","Program.Type","NDEC","Sample.Comments","Result.Comments"
"CES09",13,"CESWQ","P77517-1",NA,2015-05-19 09:19:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","20-MAY-2015 15:36",11,11,"+/- 2",1,4,1,"PCU","",NA,"20-MAY-2015 11:54","50763010","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",0,"Calm surface, outgoing tide near high, no wind, 70's. K Value:1.08",NA
"CES09",11,"CESWQ","P59344-8",NA,2013-02-25 12:06:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",NA,"","",1.6,1.6,"",NA,NA,NA,"meters","",NA,"","37514008","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,3,"MON",2,"Hazy, SSE wind 5-10, very light chop, rising tide",NA
"CES09",99,"CESWQ","P91940-1",NA,2018-02-06 13:46:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",82903,"SFWMD-FSQM","06-FEB-2018 13:46",1.3,1.3,"",NA,NA,NA,"SDU","",NA,"07-FEB-2018 11:08","63353001","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",2,"Calm. Early flood tide. Clear. 80s. Light E wind. [FKPAR] cancelled.",NA
"CES09",179,"CESWQ","P91940-1",NA,2018-02-06 13:46:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A(LC)",98011,"EPA 447.0","14-FEB-2018 02:54",1.96,1.96,"+/- 0.133",0.018,0.071,0.018,"ug/L","",NA,"07-FEB-2018 11:08","63353001","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"08-FEB-2018 07:46",3,NA,0,0,0,"MON",NA,"Calm. Early flood tide. Clear. 80s. Light E wind. [FKPAR] cancelled.",NA
"CES09",11,"CESWQ","P93634-1",NA,2018-08-21 12:23:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",78,"SFWMD-FSQM","21-AUG-2018 12:23",2.6,2.6,"",NA,NA,NA,"meters","S",NA,"22-AUG-2018 11:04","64836001","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",2,"Incoming tide. SOB",NA
"CES09",99,"CESWQ","P55418-8",NA,2012-08-01 09:32:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",NA,"","",4,4,"+/- 0.160",NA,NA,NA,"SDU","",NA,"","32386008","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,5,"MON",2,"incoming tide near high light sw winds drizzle light chop",NA
"CES09",99,"CESWQ","P72160-2",NA,2014-09-09 09:49:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",82903,"SFWMD-FSQM","09-SEP-2014 09:49",2.9,2.9,"",NA,NA,NA,"SDU","",NA,"10-SEP-2014 11:21","46811002","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,2,"MON",2,"Outgoing tide. Rippled surface. South wind at 5-10. Mid to high 80's. Partly cloudy.",NA
"CES09",16,"CESWQ","P87451-1",NA,2017-05-16 10:40:00,"SAMP","G",0.5,"m","SA","TOTAL SUSPENDED SOLIDS",530,"SM2540D","17-MAY-2017 11:31",9,9,"+/- 4",4,15,4,"mg/L","I",NA,"17-MAY-2017 10:53","59214001","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",1,"Winds 10-12 kts ESE, Clear skies, High tide begining to ebb, light chop, K: .56 Rsqr: 1.00",NA
"CES09",13,"CESWQ","P107671-2",NA,2019-09-24 12:31:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","25-SEP-2019 13:54",19,19,"+/- 4",1,4,1,"PCU","",NA,"25-SEP-2019 10:22","71920002","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",0,"Slight chop. Ebb tide.",NA
"CES09",16,"CESWQ","P51258-9",NA,2011-06-02 12:24:00,"SAMP","G",0.5,"m","SA","TOTAL SUSPENDED SOLIDS",530,"SM 2540 D","03-JUN-2011 10:46",4,4,"",3,12,3,"mg/L","I",NA,"02-JUN-2011 17:11","26959009","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,3,"MON",1,"Light winds and light flow.",NA
"CES09",98,"CESWQ","P55412-8",NA,2012-02-14 08:30:00,"SAMP","G",0.5,"m","SA","SALINITY",480,"","14-FEB-2012 08:35",31.4,31.4,"",NA,NA,NA,"PSU","",NA,"15-FEB-2012 10:33","32379008","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",1,"outgoing tide near high calm seas clear skies high 50s light ne winds",NA
"CES09",12,"CESWQ","P76134-2",NA,2014-12-09 10:09:00,"SAMP","G",0.5,"m","SA","TURBIDITY",82079,"SM2130B","11-DEC-2014 09:08",3.7,3.7,"+/- 0.3",0.1,0.4,0.1,"NTU","",NA,"10-DEC-2014 11:11","49490002","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,4,"MON",1,"Sample taken across the channel due to high current not allowing to anchor. Strong outgoing tide. Cloudy, NNW wind at 10. Rippled surface.",NA
"CES09",13,"CESWQ","P62983-5",NA,2013-04-02 10:33:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","03-APR-2013 13:34",-1,-1,"+/- 1",1,4,1,"PCU","U",NA,"03-APR-2013 09:41","40063005","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",0,"clear skies fog burned offlight chop e winds high tide",NA
"CES09",179,"CESWQ","P51258-9",NA,2011-06-02 12:24:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A(LC)",98011,"EPA 447.0","21-JUN-2011 13:58",3.85,3.85,"",0.053,0.213,0.053,"ug/L","",NA,"02-JUN-2011 17:11","26959009","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,3,"MON",NA,"Light winds and light flow.",NA
"CES09",98,"CESWQ","P82646-1",NA,2016-03-08 09:34:00,"SAMP","G",0.5,"m","SA","SALINITY",480,"SFWMD-FSQM","08-MAR-2016 09:39",15.2,15.2,"",NA,NA,NA,"PSU","",NA,"09-MAR-2016 11:27","55164001","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,2,"MON",1,"Rippled surface, slight incoming tide, SE wind at 5-10 and gusting.                   K value: 2.31",NA
"CES09",11,"CESWQ","P54058-8",NA,2011-11-01 14:22:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",NA,"","",0.9,0.9,"",NA,NA,NA,"meters","",NA,"","30587008","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,3,"MON",2,"high tide light chop ne winds 10 mph",NA
"CES09",98,"CESWQ","P32632-118",NA,2008-06-18 16:37:00,"SAMP","FP",0.25,"","SA","SALINITY",480,"","18-JUN-2008 16:37",33.4,33.4,"",NA,NA,NA,"PSU","",NA,"19-JUN-2008 10:16","3433118","FWEC","WMD","WMD",2,"WMD","BA","NO",1.7,NA,NA,NA,"",4,NA,1,0,5,"MON",1,"",NA
"CES09",179,"CESWQ","P54057-9",NA,2011-12-20 09:10:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A(LC)",98011,"EPA 447.0","29-DEC-2011 22:48",2.23,2.23,"",0.053,0.213,0.053,"ug/L","",NA,"21-DEC-2011 09:37","30586009","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,2,"MON",NA,"slight overcast se winds 10 mph high tide outgoing high 70s",NA
"CES09",11,"CESWQ","P32632-118",NA,2008-06-18 16:37:00,"SAMP","FP",0.25,"","SA","SECCHI DISK DEPTH",NA,"","",0.9,0.9,"",NA,NA,NA,"meters","",NA,"","3433118","FWEC","WMD","WMD",2,"WMD","BA","NO",1.7,NA,NA,NA,"",4,NA,1,0,5,"MON",2,"",NA
"CES09",11,"CESWQ","P41362-117",NA,2008-10-14 09:16:00,"SAMP","G",0.5,"","SA","SECCHI DISK DEPTH",NA,"","",0.75,0.75,"",NA,NA,NA,"meters","",NA,"","14196117","FWEC","WMD","WMD",2,"WMD","BA","NO",3.3,NA,NA,NA,"",3,NA,1,0,1,"MON",2,"Moderate to low flow at station.  Low to moderate chop.  Sample very light yellow, very low solids.  PAR: Clear sky, 100% sun, no cloud cover.",NA
"CES09",99,"CESWQ","P87452-1",NA,2017-06-21 09:32:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",82903,"SFWMD-FSQM","21-JUN-2017 09:32",4,4,"",NA,NA,NA,"SDU","",NA,"22-JUN-2017 10:35","59215001","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",2,"SE wind 10mph high incoming tide, overcast",NA
"CES09",12,"CESWQ","P87449-1",NA,2017-02-14 09:59:00,"SAMP","G",0.5,"m","SA","TURBIDITY",82079,"SM2130B","16-FEB-2017 09:13",2.9,2.9,"+/- 0.2",0.1,0.4,0.1,"NTU","",NA,"15-FEB-2017 09:05","59212001","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,4,"MON",1,"Calm. Tide slack low.",NA
"CES09",13,"CESWQ","P78529-2",NA,2015-09-15 09:27:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","16-SEP-2015 14:51",100,100,"+/- 18",1,4,1,"PCU","",NA,"16-SEP-2015 11:10","51723002","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,3,"MON",0,"outgoing tide near low 15 mph nw winds very choppy",NA
"CES09",179,"CESWQ","P74196-1",NA,2014-11-12 11:13:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A(LC)",98011,"EPA 447.0","24-NOV-2014 19:42",1.22,1.22,"+/- 0.128",0.036,0.142,0.036,"ug/L","",NA,"13-NOV-2014 10:26","48249001","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",NA,"outgoing tide lt chop. parK: 0.87",NA
"CES09",99,"CESWQ","P74196-1",NA,2014-11-12 11:13:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",82903,"SFWMD-FSQM","12-NOV-2014 11:13",3.1,3.1,"",NA,NA,NA,"SDU","",NA,"13-NOV-2014 10:26","48249001","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",2,"outgoing tide lt chop. parK: 0.87",NA
"CES09",13,"CESWQ","P54058-8",NA,2011-11-01 14:22:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","02-NOV-2011 15:17",91,91,"",1,4,1,"PCU","",NA,"02-NOV-2011 10:43","30587008","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,3,"MON",0,"high tide light chop ne winds 10 mph",NA
"CES09",179,"CESWQ","P52367-8",NA,2011-07-20 12:52:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A(LC)",98011,"EPA 447.0","03-AUG-2011 19:57",4.22,4.22,"",0.053,0.213,0.053,"ug/L","",NA,"21-JUL-2011 13:00","28490008","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",NA,"Wind SW 4-8, lt chop, ebb tide",NA
"CES09",179,"CESWQ","P68856-1",NA,2014-04-09 09:46:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A(LC)",98011,"EPA 447.0","22-APR-2014 16:38",1.41,1.41,"+/- 0.095",0.036,0.142,0.036,"ug/L","",NA,"10-APR-2014 09:34","44475001","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,4,"MON",NA,"Wind NW 15-20, choppy, ebb tide",NA
"CES09",98,"CESWQ","P32633-117",NA,2008-09-16 09:28:00,"SAMP","G",0.5,"","SA","SALINITY",480,"","16-SEP-2008 09:29",13.2,13.2,"",NA,NA,NA,"PSU","",NA,"17-SEP-2008 08:43","3434117","FWEC","WMD","WMD",2,"WMD","BA","NO",3.1,NA,NA,NA,"",3,NA,1,0,2,"MON",1,"Low to moderate flow at site.  Very light chop.  Sample very light yellow, very low solids.  PAR:  Slightly cloudy, 75% sun, 25% cloud cover.",NA
"CES09",99,"ROOK","P43976-3",NA,2009-06-24 08:23:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",NA,"","",3.3,3.3,"",NA,NA,NA,"SDU","",NA,"","17377015","FWEC","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,1,0,2,"MON",2,"Moderate flow at station.  Very low chop.  Wind 0-5 mph.  Sample very light yellow, almost colorless, non visible solids.  PAR:  Partly cloudy, 75% sun, 25% cloud cover.",NA
"CES09",99,"CESWQ","P93633-1",NA,2018-06-26 12:06:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",82903,"SFWMD-FSQM","26-JUN-2018 12:06",3.3,3.3,"",NA,NA,NA,"SDU","",NA,"27-JUN-2018 09:36","64835001","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",2,"Light breeze, minimal chop, sunny, approx. 25% cloud cover",NA
"CES09",11,"CESWQ","P55411-8",NA,2012-01-10 08:56:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",NA,"","",0.9,0.9,"",NA,NA,NA,"meters","",NA,"","32378008","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",2,"out going tide high 70s light e winds",NA
"CES09",98,"CESWQ","P32633-123",NA,2008-09-16 09:39:00,"SAMP","FP",2.5,"","SA","SALINITY",480,"","16-SEP-2008 09:39",13.9,13.9,"",NA,NA,NA,"PSU","",NA,"17-SEP-2008 08:43","3434123","FWEC","WMD","WMD",2,"WMD","BA","NO",3.1,NA,NA,NA,"",4,NA,1,0,2,"MON",1,"",NA
"CES09",99,"CESWQ","P47503-8",NA,2010-03-23 11:30:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",NA,"","",3.4,3.4,"",NA,NA,NA,"SDU","",NA,"","22107008","FWEC","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,1,0,1,"MON",2,"Low flow at station.  Low chop.  Wind 5-10 mph.  Sample very light yellow, very low solids.  PAR:  Clear sky, 100% sun.",NA
"CES09",98,"CESWQ","P92909-2",NA,2018-04-18 12:49:00,"SAMP","G",0.5,"m","SA","SALINITY",480,"SFWMD-FSQM","18-APR-2018 12:54",34.8,34.8,"",NA,NA,NA,"PSU","",NA,"19-APR-2018 10:37","64103002","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",1,"Tide flooding. [FKPAR] cancelled.",NA
"CES09",12,"CESWQ","P94834-1",NA,2018-09-11 13:02:00,"SAMP","G",0.5,"m","SA","TURBIDITY",82079,"SM2130B","12-SEP-2018 14:17",1.5,1.5,"+/- 0.1",0.1,0.4,0.1,"NTU","",NA,"12-SEP-2018 10:59","65867001","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",1,"Partly cloudy, no breeze, calm, incoming tide.",NA
"CES09",12,"CESWQ","P48236-8",NA,2010-06-29 10:44:00,"SAMP","G",0.5,"m","SA","TURBIDITY",82079,"SM2130B","30-JUN-2010 15:35",2.1,2.1,"",0.1,0.4,0.1,"NTU","",NA,"30-JUN-2010 10:53","23018008","FWEC","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,1,0,2,"MON",1,"Low to moderate flow at station.  Low chop.  Wind 5-10 mph.  Sample very light yellow, very low solids.  PAR:  Partly cloudy, 75% sun, 25% cloud cover.",NA
"CES09",16,"CESWQ","P74196-1",NA,2014-11-12 11:13:00,"SAMP","G",0.5,"m","SA","TOTAL SUSPENDED SOLIDS",530,"SM2540D","17-NOV-2014 10:16",-3,-3,"+/- 3",3,12,3,"mg/L","U",NA,"13-NOV-2014 10:26","48249001","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",1,"outgoing tide lt chop. parK: 0.87",NA
"CES09",99,"CESWQ","P59342-8",NA,2013-01-28 11:34:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",NA,"","",3.1,3.1,"+/- 0.005",NA,NA,NA,"SDU","",NA,"","37512008","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",2,"SE wind 5-10, light chop, rising tide",NA
"CES09",61,"ROOK","P43586-3",NA,2009-04-29 08:45:00,"SAMP","G",0.5,"","SA","CHLOROPHYLL-A",49128,"SM10200H","19-MAY-2009 10:33",2,2,"",1,4,1,"mg/m^3","I",NA,"29-APR-2009 15:21","16910003","FWEC","WMD","WMD",2,"WMD","BA","NO",2.7,NA,NA,NA,"",3,NA,1,0,1,"MON",1,"Low to moderate flow at station.  Wind 5-10 mph.  Low chop.  Sample colorless, non visible solids.  PAR:  Clear sky, 100% sun.",NA
"CES09",98,"CESWQ","P60167-9",NA,2012-12-18 10:30:00,"SAMP","G",0.5,"m","SA","SALINITY",480,"","18-DEC-2012 10:35",29,29,"",NA,NA,NA,"PSU","",NA,"19-DEC-2012 10:10","38082009","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",1,"outgoing tide light sw winds light chop clear skies.",NA
"CES09",16,"CESWQ","P53633-8",NA,2011-10-18 14:22:00,"SAMP","G",0.5,"m","SA","TOTAL SUSPENDED SOLIDS",530,"SM 2540 D","20-OCT-2011 15:59",11,11,"",3,12,3,"mg/L","I",NA,"19-OCT-2011 11:27","30085008","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,6,"MON",1,"",NA
"CES09",98,"CESWQ","P62970-6",NA,2013-06-18 10:31:00,"SAMP","G",0.5,"m","SA","SALINITY",480,"","18-JUN-2013 10:37",30.2,30.2,"",NA,NA,NA,"PSU","",NA,"19-JUN-2013 11:58","40059006","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,2,"MON",1,"Partly cloudy, wind SSE <5, Temp <>85, flat",NA
"CES09",11,"CESWQ","P72159-2",NA,2014-06-10 09:30:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",NA,"","",2.2,2.2,"+/- 0.087",NA,NA,NA,"meters","",NA,"","46810002","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",2,"High tide outgoing, smooth surface, Light east winds",NA
"CES09",16,"CESWQ","P90159-2",NA,2017-10-18 09:50:00,"SAMP","G",0.5,"m","SA","TOTAL SUSPENDED SOLIDS",530,"SM2540D","23-OCT-2017 11:48",7,7,"+/- 3",3,12,3,"mg/L","I",NA,"19-OCT-2017 13:23","61751002","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",1,"45% cloud cover, temp in the upper 70's, winds NE 10-15 kts. Light chop on surface. Incoming tide. Low @ 0700, High @ 1430",NA
"CES09",61,"CESWQ","P50599-8",NA,2011-01-12 12:22:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A",49128,"SM10200H","27-JAN-2011 10:33",2,2,"",1,4,1,"mg/m^3","I",NA,"13-JAN-2011 09:56","26059008","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,3,"MON",1,"",NA
"CES09",16,"CESWQ","P46500-11",NA,2010-01-26 11:44:00,"SAMP","G",0.5,"m","SA","TOTAL SUSPENDED SOLIDS",530,"SM 2540 D","28-JAN-2010 12:58",7,7,"",3,12,3,"mg/L","I",NA,"27-JAN-2010 12:08","20669011","FWEC","WMD","WMD",2,"WMD","BA","CA",NA,NA,NA,NA,"",0,NA,1,0,1,"MON",1,"Low flow at station.  Low chop.  Wind 5-10 mph.  Sample colorless, non visible solids.  PAR:  Clear sky, 100% sun.",NA
"CES09",13,"CESWQ","P59344-8",NA,2013-02-25 12:06:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","26-FEB-2013 14:24",-1,-1,"+/- 1",1,4,1,"PCU","U",NA,"26-FEB-2013 11:46","37514008","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,3,"MON",0,"Hazy, SSE wind 5-10, very light chop, rising tide",NA
"CES09",99,"CESWQ","P47865-8",NA,2010-05-25 11:20:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",NA,"","",3.8,3.8,"",NA,NA,NA,"SDU","",NA,"","22555008","FWEC","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,1,0,2,"MON",2,"Low to moderate incoming flow at station.  No chop.  No wind.  Sample very light yellow, very low solids.  PAR:  Partly cloudy, 75% sun, 25% cloud cover.",NA
"CES09",16,"CESWQ","P72163-1",NA,2014-10-14 09:15:00,"SAMP","G",0.5,"m","SA","TOTAL SUSPENDED SOLIDS",530,"SM2540D","16-OCT-2014 10:42",-3,-3,"+/- 3",3,12,3,"mg/L","U",NA,"15-OCT-2014 10:57","46809001","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,4,"MON",1,"Outgoing tide. Rippled surface. Lots of boat traffic. East wind at around 10mph.",NA
"CES09",179,"CESWQ","P87448-2",NA,2017-04-12 10:34:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A(LC)",98011,"EPA 447.0","27-APR-2017 16:47",1.25,1.25,"+/- 0.139",0.036,0.142,0.036,"ug/L","",NA,"13-APR-2017 10:36","59218002","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"13-APR-2017 14:02",3,NA,0,0,2,"MON",NA,"Incoming tide. Light chop. NE wind at 5-10. [FKPAR] cancelled.",NA
"CES09",16,"CESWQ","P92909-2",NA,2018-04-18 12:49:00,"SAMP","G",0.5,"m","SA","TOTAL SUSPENDED SOLIDS",530,"SM2540D","19-APR-2018 10:59",19,19,"+/- 3",3,12,3,"mg/L","",NA,"19-APR-2018 10:37","64103002","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",1,"Tide flooding. [FKPAR] cancelled.",NA
"CES09",99,"CESWQ","P50598-8",NA,2010-12-21 11:45:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",NA,"","",3.6,3.6,"",NA,NA,NA,"SDU","",NA,"","26058008","FWEC","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,1,0,1,"MON",2,"Low to moderate outgoing flow at station.  Very low chop.  Wind 0-5 mph.  Sample colorless, non visible solids.  PAR:  Clear sky, 100% sun, collection time 1152.",NA
"CES09",99,"CESWQ","P110991-10",NA,2019-10-22 13:19:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",82903,"SFWMD-FSQM","22-OCT-2019 13:19",3.5,3.5,"",NA,NA,NA,"SDU","",NA,"23-OCT-2019 09:47","73234010","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",2,"Swift outgoing tide. Light chop, moderate boat wake influence. Light west winds.",NA
"CES09",13,"CESWQ","P114997-2",NA,2020-02-19 12:00:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","20-FEB-2020 14:18",8,8,"+/- 2",1,4,1,"PCU","",NA,"20-FEB-2020 09:19","75023002","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",0,"Incoming tide. Heavy boat traffic. Heavy boat wake influence. Sunny sky. SSW Winds 2-3 MPH.",NA
"CES09",98,"CESWQ","P49720-11",NA,2010-10-27 10:50:00,"SAMP","G",0.5,"m","SA","SALINITY",480,"","27-OCT-2010 10:51",27.5,27.5,"",NA,NA,NA,"PSU","",NA,"28-OCT-2010 09:57","24896011","FWEC","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,1,0,1,"MON",1,"Moderate to high flow at station.  Low chop.  Wind 5-10 mph.  Sample colorless, non visible solids.  PAR:  Clear sky, 100% sun.",NA
"CES09",12,"CESWQ","P77518-1",NA,2015-08-11 09:33:00,"SAMP","G",0.5,"m","SA","TURBIDITY",82079,"SM2130B","13-AUG-2015 08:04",2.5,2.5,"+/- 0.2",0.1,0.4,0.1,"NTU","",NA,"12-AUG-2015 11:45","50764001","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,2,"MON",1,"Incoming tide, rippled surface, light S breeze. K-value: 0.81",NA
"CES09",13,"CESWQ","P49756-8",NA,2010-11-30 11:15:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","01-DEC-2010 14:23",9,9,"",1,4,1,"PCU","",NA,"01-DEC-2010 11:10","24950008","FWEC","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,1,0,1,"MON",0,"Low flow at station.  Low chop.  Wind 5-10 mph.  Sample colorless, non visible solids.  PAR:  Clear sky, 100% sun.",NA
"CES09",98,"ROOK","P43050-6",NA,2009-01-28 09:29:00,"SAMP","G",0.5,"","SA","SALINITY",480,"","28-JAN-2009 09:30",28.9,28.9,"",NA,NA,NA,"PSU","",NA,"29-JAN-2009 09:53","16264006","FWEC","WMD","WMD",2,"WMD","BA","NO",4.5,NA,NA,NA,"",3,NA,1,0,1,"MON",1,"High flow at station.  Moderate chop.  Wind 10-20 mph.  Sample very light yellow, very low solids.  PAR:  Clear sky, 100% sun.",NA
"CES09",11,"CESWQ","P102021-3",NA,2019-04-23 13:57:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",78,"SFWMD-FSQM","23-APR-2019 13:57",2.3,2.3,"",NA,NA,NA,"meters","",NA,"24-APR-2019 09:43","69447003","WMD","FLD","WMD",2,"WMD","BA","CA",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",2,"incoming tide",NA
"CES09",61,"CESWQ","P45271-27",NA,2009-10-27 12:49:00,"SAMP","G",0.5,"","SA","CHLOROPHYLL-A",49128,"SM10200H","18-NOV-2009 15:11",2,2,"",1,4,1,"mg/m^3","I",NA,"28-OCT-2009 12:29","19076011","FWEC","WMD","WMD",2,"WMD","BA","CA",3.6,NA,NA,NA,"",0,NA,1,0,2,"MON",1,"Moderate flow at station.  Low to moderate chop.  Wind 5-10 mph.  Sample colorless, non visible solids.  PAR:  Partly cloudy, 75% sun, 25% cloud cover.  M. Tompkins (SFWMD) onsite. CHLA-S changed to CHLA, approved by lab (G.Perrone)",NA
